Company ID,Target Account,Last Modified Date,Lead Status,Total Revenue,Postal Code,Twitter Followers,first_conversion_date_timestamp_earliest_value_61f58f2c,Company Domain Name,Last Touch Converting Campaign,First Touch Converting Campaign,Recent Deal Close Date,hs_analytics_first_visit_timestamp_timestamp_earliest_value_accc17ae,Number of Pageviews,hs_analytics_last_visit_timestamp_timestamp_latest_value_999a0fce,Number of Employees,Site visit complete,Campaign of last booking in meetings tool,Number of decision makers,Time of Last Session,Time of First Session,Number of blockers,Close Date,Ideal Customer Profile Tier,Facebook Fans,Associated Deals,Last Logged Call Date,hs_analytics_source_data_1_timestamp_earliest_value_9b2f1fa1,recent_conversion_date_timestamp_latest_value_72856da1,Recent Deal Amount,Number of times contacted,Number of Sales Activities,All team ids,Last Open Task Date,Original Source Type,Target Account Probability,hs_analytics_num_page_views_cardinality_sum_e46e85b0,First Deal Created Date,recent_conversion_event_name_timestamp_latest_value_66c820bf,Medium of last booking in meetings tool,Facebook Company Page,Create Date,LinkedIn Bio,Date of last meeting booked in meetings tool,City,Name,Number of child companies,Additional Domains,Target Account Recommendation Snooze Time,Total open deal value,All accessible team ids,Number of Sessions,Phone Number,Last Sales Activity Date,first_contact_createdate_timestamp_earliest_value_78b50eea,Company owner,About Us,Last Activity Date,Next Activity Date,Source of last booking in meetings tool,Owner Assigned Date,State/Region,Introduced by,LinkedIn Company Page,Total Money Raised,Created by user ID,Associated Contacts,Original Source Data 1,first_conversion_event_name_timestamp_earliest_value_68ddae0a,Target Account,Number of contacts with a buying role,hs_analytics_source_timestamp_earliest_value_25a3a52c,Original Source Data 2,Lifecycle Stage,Last Booked Meeting Date,Last Contacted,Street Address,HubSpot Team,Twitter Bio,Web Technologies,closedate_timestamp_earliest_value_a2a17e6e,last sales activity date old,Country/Region,Target Account Recommendation State,Merged object IDs,Latest meeting activity,hs_predictivecontactscore_v2_next_max_max_d4e58c1e,First Contact Create Date,hs_analytics_first_touch_converting_campaign_timestamp_earliest_value_4757fe10,Time Zone,Time Last Seen,Time First Seen,All owner ids,Recent Sales Email Replied Date,Type,Website URL,Year Founded,Twitter Handle,hs_analytics_num_visits_cardinality_sum_53d952a6,Google Plus Page,Days to Close,num_conversion_events_cardinality_sum_d095f14b,Description,Annual Revenue,hs_analytics_first_timestamp_timestamp_earliest_value_11e3a63a,hs_analytics_last_timestamp_timestamp_latest_value_4e16365a,Parent Company,Industry,Object create date/time,hs_analytics_source_data_2_timestamp_earliest_value_9b2f9400,Street Address 2,Is Public,hs_analytics_last_touch_converting_campaign_timestamp_latest_value_81a64e30,User IDs of all owners,Avatar FileManager key,Number of open deals,Updated by user ID,Associated Company ID,Associated Company
4721397822,,2020-10-27 22:11,,,02210,,,crowdcomfort.com,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,https://facebook.com/crowdcomfort,2020-10-27 22:11,A native mobile app that lets each occupant easily report maintenance and safety issues. Reports come with picture and geo-location included.,,Boston,CrowdComfort,0,,,,,, +1 617-834-9506,,,Bo Peponis,Responded,,,,2020-10-27 22:11,MA,Crunchbase,https://www.linkedin.com/company/crowdcomfort,1.7M,Bo Peponis,0,,,,,,,,,,5 Channel Center Street,,,Youtube; Route 53; Apache; Wordpress; Google Analytics; Intercom; Piwik; Google Apps; HubSpot; Google Tag Manager; MaxCDN,,,United States,,,,,,,America/New_York,,,50900485,,,crowdcomfort.com,2013,crowdcomfort,,,,,A native mobile app that lets each occupant easily report maintenance and safety issues. Reports come with picture and geo-location included.,1000000,,,,Computer Software,,,,false,,11908784,,,Bo Peponis,,
4721441271,,2020-10-27 22:07,,,,,,learnwithsocrates.com,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-10-27 22:06,,,,learnwithsocrates.com,0,,,,,,,,,Bo Peponis,Responded,,,,2020-10-27 22:06,,Crunchbase,,,Bo Peponis,0,,,,,,,,,,,,,Hotjar; Google Tag Manager; Google Analytics; Google Apps; ASP.Net,,,,,,,,,,,,,50900485,,,learnwithsocrates.com,,,,,,,Back,,,,,,,,,false,,11908784,,,Bo Peponis,,
4713067727,,2020-10-27 15:26,,,07078,,,agilischemicals.com,,,,,0,,10,,,0,,,0,,,,,,,,,1,2,,,Offline Sources,0.408465147,,,,,https://facebook.com/agilischemicals,2020-10-26 13:38,"Meta Description: Agilis Chemicals is a unique technology start up for the chemical industry offering a robust and secure digital market platform, integrated with big data analytics tools to help simplify buying process for chemicals. Buyers can find v...",,Dover,Agilis Chemicals,0,,,,,0,9739102424,,,Cole Whritenour,Responded,2020-10-26 13:53,,,2020-10-26 13:38,NJ,Seamless,https://www.linkedin.com/company/agilis-chemicals-llc,,Cole Whritenour,1,SALES,,,0,,FORWARD_TO_CRM,,,2020-10-26 13:39,100 Enterprise Drive,,,Youtube; Microsoft Exchange Online; Microsoft Office 365; Recaptcha; Google Analytics; Godaddy Nameserver; ASP.Net; Outlook; Amazon Cloudfront; MaxCDN; Cloud Flare,,,United States,,,,,2020-10-26 13:55,,America/New_York,,2020-10-26 13:55,50900484,,,agilischemicals.com,2017,AgilisC,,,,,"Meta Description: Agilis Chemicals is a unique technology start up for the chemical industry offering a robust and secure digital market platform, integrated with big data analytics tools to help simplify buying process for chemicals. Buyers can find v...",1000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4713101066,,2020-10-27 15:15,,,11201,,,twosense.ai,,,,,,,25,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,,2020-10-26 13:31,"Do your employees hate MFA? Authenticate invisibly with your existing MFA. No devices, no training. Save hours of time.",,New York,TWOSENSE.AI,0,,,,,,,,,Cole Whritenour,Not responded,2020-10-26 13:35,,,2020-10-26 13:31,NY,Seamless,https://www.linkedin.com/company/twosense.ai,500K,Cole Whritenour,0,,,,,,,,,2020-10-26 13:35,195 Montague Street,,,Squarespace; Route 53; Mailchimp; Typekit By Adobe; Google Tag Manager; Vimeo; Google Analytics; Intercom; Google Apps,,,United States,,,,,,,America/New_York,,,50900484,,,twosense.ai,2015,twosenselabs,,,,,"Do your employees hate MFA? Authenticate invisibly with your existing MFA. No devices, no training. Save hours of time.",1000000,,,,Computer Software,,,,false,,11908782,,,Cole Whritenour,,
4713067494,,2020-10-27 15:15,,,10001,,,popwallet.com,,,,,,,50,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,,2020-10-26 13:29,"Popwallet is a mobile wallet marketing company. Create and distribute mobile wallet cards with dynamic updates and lock screen notifications for Apple Wallet and Google Pay - including coupons, offers, loyalty cards, gift cards, and tickets vi...",,New York,Popwallet,0,,,,,,,,,Cole Whritenour,Not responded,2020-10-26 13:31,,,2020-10-26 13:29,NY,Seamless,https://www.linkedin.com/company/popwallet,1.2M,Cole Whritenour,0,,,,,,,,,2020-10-26 13:31,1460 Broadway,,,Squarespace; Route 53; Typekit By Adobe; Google Apps; Mailchimp,,,United States,,,,,,,America/New_York,,,50900484,,,popwallet.com,2015,popwallet,,,,,"Popwallet is a mobile wallet marketing company. Create and distribute mobile wallet cards with dynamic updates and lock screen notifications for Apple Wallet and Google Pay - including coupons, offers, loyalty cards, gift cards, and tickets vi...",10000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4713067437,,2020-10-27 15:15,,,21046,,,highside.io,,,,,,,25,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://www.facebook.com/pg/highsideio,2020-10-26 13:27,"Prevent identity-based attacks such as phishing & spoofing, insider threats, mass data breaches and control access to your data with HighSide.",,Bethesda,HighSide,0,,,,,,1.917.525.3340,,,Cole Whritenour,Not responded,2020-10-26 13:29,,,2020-10-26 13:27,MD,Seamless,https://www.linkedin.com/company/highside,,Cole Whritenour,0,,,,,,,,,2020-10-26 13:29,244 5th Avenue,,,Amazon Simple Email Service; Freshdesk; Typekit By Adobe; Google Tag Manager; Cloud Flare; Google Analytics; Google Apps,,,United States,,,,,,,America/New_York,,,50900484,,,highside.io,2015,highsideio,,,,,"Prevent identity-based attacks such as phishing & spoofing, insider threats, mass data breaches and control access to your data with HighSide.",1000000,,,,Computer Software,,,,false,,11908782,,,Cole Whritenour,,
4713037069,,2020-10-27 15:15,,,92612,,,caylent.com,,,,,,,10,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://facebook.com/caylent,2020-10-26 13:25,Easily deploy and manage Docker Swarm containers and microservices. A single platform for Dev and Ops teams to deploy modern cloud applications.,,New York,Caylent,0,,,,,,949-328-6005,,,Cole Whritenour,Not responded,2020-10-26 13:27,,,2020-10-26 13:25,NY,Seamless,https://www.linkedin.com/company/caylent,215K,Cole Whritenour,0,,,,,,,,,2020-10-26 13:27,500 7th Avenue,,,Mailchimp; Route 53; Mixpanel; Nginx; Hotjar; Wordpress; Typeform; Optimizely; Zendesk; Google Cloud; Segment; Google Analytics; Intercom; Google Apps,,,United States,,,,,,,America/New_York,,,50900484,,,caylent.com,2015,caylentinc,,,,,Easily deploy and manage Docker Swarm containers and microservices. A single platform for Dev and Ops teams to deploy modern cloud applications.,1000000,,,,Computer Software,,,STE 344,false,,11908782,,,Cole Whritenour,,
4713067336,,2020-10-27 15:15,,,10014,,,vetty.co,,,,,,,50,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,,2020-10-26 13:24,"Vetty delivers innovative, friction-free pre-hire and post-hire background checks and screening for enterprises, staffing, agencies, and startups.",,New York,Vetty,0,,,,,,929-249-1750,,,Cole Whritenour,Not responded,2020-10-26 13:25,,,2020-10-26 13:24,NY,Seamless,,,Cole Whritenour,0,,,,,,,,,2020-10-26 13:25,609 Greenwich St,,,Apache; Ubuntu; Wordpress; Go Squared; Godaddy Nameserver; Piwik; Google Apps; HubSpot; Facebook Advertiser; Stripe; Google Tag Manager; Zendesk,,,United States,,,,,,,America/New_York,,,50900484,,,vetty.co,,,,,,,"Vetty delivers innovative, friction-free pre-hire and post-hire background checks and screening for enterprises, staffing, agencies, and startups.",10000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4712999886,,2020-10-27 15:15,,,10018,,,scouted.io,,,,,,,50,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://facebook.com/scouted.io,2020-10-26 13:21,"Don’t get hired. Get Scouted. We match aspiring candidates with inspiring companies. Get hired for your abilities and potential, not just your resume.",,New York,Scouted,0,,,,,,,,,Cole Whritenour,Not responded,2020-10-26 13:23,,,2020-10-26 13:21,NY,Seamless,https://www.linkedin.com/company/scouted-io,40.0K,Cole Whritenour,0,,,,,,,,,2020-10-26 13:23,500 7TH AVE,,,Amazon Simple Email Service; Nginx; Hotjar; Wordpress; Google Tag Manager; Facebook Connect; Godaddy Nameserver; Sendgrid; Facebook Advertiser; Google Maps; Go Squared; Google Analytics; Google Apps; Zendesk,,,United States,,,,,,,America/New_York,,,50900484,,,scouted.io,2014,_Scouted,,,,,"Don’t get hired. Get Scouted. We match aspiring candidates with inspiring companies. Get hired for your abilities and potential, not just your resume.",1000000,,,,,,,17TH FL,false,,11908782,,,Cole Whritenour,,
4713036832,,2020-10-27 15:15,,,,,,mystore-e.com,,,,,,,10,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://www.facebook.com/Mystor.tech/,2020-10-26 13:17,"It’s not just about the amount of traffic in your stores, but it's what you do with the traffic that matters most.",,Tel Aviv,Mystore-E,0,,,,,, +972-50-9887887,,,Cole Whritenour,Not responded,2020-10-26 13:19,,,2020-10-26 13:17,Tel Aviv,Seamless,,,Cole Whritenour,0,,,,,,,,,2020-10-26 13:19,,,,Youtube; Google Maps; Recaptcha; Cloud Flare; Google Analytics; Google Apps,,,Israel,,,,,,,Asia/Jerusalem,,,50900484,,,mystore-e.com,2016,,,,,,"It’s not just about the amount of traffic in your stores, but it's what you do with the traffic that matters most.",1000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
